PCON24CD,PCON24NM,HAR name,MP,Party short,Party,ID,BG,Type,Type,Type,Type,Type,Type,Type
E14001285,Hexham,Hexham,Joe Morris,Lab,Labour,5081,#d50000,41,28,1,11,0,0,1
E14001286,Heywood and Middleton North,Heywood and Middleton North,Elsie Blundell,Lab,Labour,5084,#d50000,9,0,0,2,2,0,5
E14001287,High Peak,High Peak,Jonathan Brian Pearce,Lab,Labour,5115,#d50000,7,3,0,3,0,0,1
E14001288,Hinckley and Bosworth,Hinckley and Bosworth,Luke Evans,Con,Conservative,4781,#0063ba,5,0,0,0,3,0,2
E14001289,Hitchin,Hitchin,Alistair Strathern,Lab,Labour,5000,#d50000,4,0,0,2,1,0,1
E14001290,Holborn and St Pancras,Holborn and St. Pancras,Keir Starmer,Lab,Labour,4514,#d50000,20,0,0,10,0,0,10
E14001291,Honiton and Sidmouth,Honiton and Sidmouth,Richard Foord,LD,Liberal Democrat,4942,#faa01a,17,12,0,2,1,0,2
E14001292,Hornchurch and Upminster,Hornchurch and Upminster,Julia Lopez,Con,Conservative,4647,#0063ba,8,2,0,6,0,0,0
E14001293,Hornsey and Friern Barnet,Hornsey and Friern Barnet,Catherine West,Lab,Labour,4523,#d50000,2,0,0,1,1,0,0
E14001294,Horsham,Horsham,John Milne,LD,Liberal Democrat,5329,#faa01a,7,2,0,2,1,0,2
E14001295,Houghton and Sunderland South,Houghton and Sunderland South,Bridget Phillipson,Lab,Labour,4046,#d50000,1,1,0,0,0,0,0
E14001296,Hove and Portslade,Hove and Portslade,Peter Kyle,Lab,Labour,4505,#d50000,5,0,0,1,2,0,2
E14001297,Huddersfield,Huddersfield,Harpreet Uppal,Lab,Labour,5289,#d50000,8,0,0,2,2,0,4
E14001298,Huntingdon,Huntingdon,Ben Obese-Jecty,Con,Conservative,5089,#0063ba,5,0,0,0,0,0,5
E14001299,Hyndburn,Hyndburn,Sarah Smith,Lab,Labour,5117,#d50000,7,0,0,2,2,0,3
E14001300,Ilford North,Ilford North,Wes Streeting,Lab,Labour,4504,#d50000,0,0,0,0,0,0,0
E14001301,Ilford South,Ilford South,Jas Athwal,Lab,Labour,5227,#d50000,6,0,0,4,2,0,0
E14001302,Ipswich,Ipswich,Jack Simon Abbott,Lab,Labour,5131,#d50000,1,0,0,1,0,0,0
E14001303,Isle of Wight East,Isle of Wight East,Joe Robertson,Con,Conservative,5255,#0063ba,11,1,0,2,3,0,5
E14001304,Isle of Wight West,Isle of Wight West,Richard Quigley,Lab,Labour,5144,#d50000,17,1,0,6,4,2,4
E14001305,Islington North,Islington North,Jeremy Corbyn,Ind,Independent,185,#909090,6,0,0,2,3,0,1
E14001306,Islington South and Finsbury,Islington South and Finsbury,Emily Thornberry,Lab,Labour,1536,#d50000,24,0,0,10,7,0,7
E14001307,Jarrow and Gateshead East,Jarrow and Gateshead East,Kate Osborne,Lab,Labour,4783,#d50000,4,0,0,1,1,0,2
E14001308,Keighley and Ilkley,Keighley and Ilkley,Robbie Moore,Con,Conservative,4861,#0063ba,5,0,0,2,1,1,1
E14001309,Kenilworth and Southam,Kenilworth and Southam,Jeremy Wright,Con,Conservative,1560,#0063ba,21,7,0,0,2,3,9
E14001310,Kensington and Bayswater,Kensington and Bayswater,Joe Powell,Lab,Labour,5229,#d50000,36,0,0,29,2,1,4
E14001311,Kettering,Kettering,Rosie Wrighting,Lab,Labour,5331,#d50000,2,0,0,2,0,0,0
E14001312,Kingston and Surbiton,Kingston and Surbiton,Ed Davey,LD,Liberal Democrat,188,#faa01a,7,0,0,4,2,0,1
E14001313,Kingston upon Hull East,Kingston upon Hull East,Karl Turner,Lab,Labour,4030,#d50000,0,0,0,0,0,0,0
E14001314,Kingston upon Hull North and Cottingham,Kingston upon Hull North and Cottingham,Diana Johnson,Lab,Labour,1533,#d50000,3,1,0,0,1,1,0
E14001315,Kingston upon Hull West and Haltemprice,Kingston upon Hull West and Haltemprice,Emma Hardy,Lab,Labour,4645,#d50000,3,1,0,1,1,0,0
E14001316,Kingswinford and South Staffordshire,Kingswinford and South Staffordshire,Mike Wood,Con,Conservative,4384,#0063ba,5,0,0,4,1,0,0
E14001317,Knowsley,Knowsley,Anneliese Midgley,Lab,Labour,5038,#d50000,2,0,0,0,1,0,1
E14001318,Lancaster and Wyre,Lancaster and Wyre,Cat Smith,Lab,Labour,4436,#d50000,7,2,0,3,0,0,2
E14001319,Leeds Central and Headingley,Leeds Central and Headingley,Alex Sobel,Lab,Labour,4658,#d50000,6,3,0,1,2,0,0
E14001320,Leeds East,Leeds East,Richard Burgon,Lab,Labour,4493,#909090,1,0,0,1,0,0,0
E14001321,Leeds North East,Leeds North East,Fabian Hamilton,Lab,Labour,415,#d50000,2,0,0,0,2,0,0
E14001322,Leeds North West,Leeds North West,Katie White,Lab,Labour,5260,#d50000,3,1,0,0,0,1,1
E14001323,Leeds South,Leeds South,Hilary Benn,Lab,Labour,413,#d50000,8,0,0,4,2,0,2
E14001324,Leeds South West and Morley,Leeds South West and Morley,Mark Sewards,Lab,Labour,5166,#d50000,3,1,1,1,0,0,0
E14001325,Leeds West and Pudsey,Leeds West and Pudsey,Rachel Reeves,Lab,Labour,4031,#d50000,0,0,0,0,0,0,0
E14001326,Leicester East,Leicester East,Shivani Raja,Con,Conservative,5068,#0063ba,2,0,0,2,0,0,0
E14001327,Leicester South,Leicester South,Shockat Adam,Ind,Independent,5120,#909090,11,0,0,5,3,0,3
E14001328,Leicester West,Leicester West,Liz Kendall,Lab,Labour,4026,#d50000,3,0,0,1,1,0,1
E14001329,Leigh and Atherton,Leigh and Atherton,Jo Platt,Lab,Labour,4673,#d50000,3,0,0,1,2,0,0
E14001330,Lewes,Lewes,James MacCleary,LD,Liberal Democrat,5265,#faa01a,11,6,0,2,0,1,2
E14001331,Lewisham East,Lewisham East,Janet Daby,Lab,Labour,4698,#d50000,4,0,0,3,0,0,1
E14001332,Lewisham North,Lewisham North,Vicky Foxcroft,Lab,Labour,4491,#d50000,16,0,0,14,1,0,1
E14001333,Lewisham West and East Dulwich,Lewisham West and East Dulwich,Ellie Reeves,Lab,Labour,4620,#d50000,5,0,0,2,1,1,1
E14001334,Leyton and Wanstead,Leyton and Wanstead,Calvin Bailey,Lab,Labour,5054,#d50000,13,0,0,7,1,1,4
E14001335,Lichfield,Lichfield,Dave Robertson,Lab,Labour,5126,#d50000,6,4,0,2,0,0,0
E14001336,Lincoln,Lincoln,Hamish Falconer,Lab,Labour,5148,#d50000,14,1,0,3,6,0,4
E14001337,Liverpool Garston,Liverpool Garston,Maria Eagle,Lab,Labour,483,#d50000,2,0,0,1,0,0,1
E14001338,Liverpool Riverside,Liverpool Riverside,Kim Johnson,Lab,Labour,4824,#d50000,10,0,0,1,3,2,4
E14001339,Liverpool Walton,Liverpool Walton,Dan Carden,Lab,Labour,4651,#d50000,2,0,0,0,1,0,1
E14001340,Liverpool Wavertree,Liverpool Wavertree,Paula Barker,Lab,Labour,4828,#d50000,6,0,0,1,1,0,4
E14001341,Liverpool West Derby,Liverpool West Derby,Ian Byrne,Lab,Labour,4831,#909090,4,0,0,0,3,0,1
E14001342,Loughborough,Loughborough,Jeevun Sandher,Lab,Labour,5259,#d50000,9,0,0,5,2,1,1
E14001343,Louth and Horncastle,Louth and Horncastle,Victoria Atkins,Con,Conservative,4399,#0063ba,45,12,0,8,6,0,19
E14001344,Lowestoft,Lowestoft,Jessica Asato,Lab,Labour,5156,#d50000,6,0,0,2,1,0,3
E14001345,Luton North,Luton North,Sarah Owen,Lab,Labour,4777,#d50000,0,0,0,0,0,0,0
E14001346,Luton South and South Bedfordshire,Luton South and South Bedfordshire,Rachel Hopkins,Lab,Labour,4873,#d50000,4,1,0,0,3,0,0
E14001347,Macclesfield,Macclesfield,Tim Roca,Lab,Labour,5287,#d50000,5,2,0,0,0,0,3
E14001348,Maidenhead,Maidenhead,Joshua Peter Reynolds,LD,Liberal Democrat,5343,#faa01a,3,0,0,1,1,1,0
E14001349,Maidstone and Malling,Maidstone and Malling,Helen Grant,Con,Conservative,4018,#0063ba,4,0,0,2,1,0,1
E14001350,Makerfield,Makerfield,Josh Simons,Lab,Labour,5060,#d50000,2,0,0,2,0,0,0
E14001351,Maldon,Maldon,John Whittingdale,Con,Conservative,39,#0063ba,5,0,0,1,2,1,1
E14001352,Manchester Central,Manchester Central,Lucy Powell,Lab,Labour,4263,#d50000,7,0,0,1,0,0,6
E14001353,Manchester Rusholme,Manchester Rusholme,Afzal Khan,Lab,Labour,4671,#d50000,3,0,0,1,0,0,2
E14001354,Manchester Withington,Manchester Withington,Jeff Smith,Lab,Labour,4456,#d50000,4,0,0,0,0,0,4
E14001355,Mansfield,Mansfield,Steve Yemm,Lab,Labour,5194,#d50000,3,1,0,0,1,0,1
E14001356,Melksham and Devizes,Melksham and Devizes,Brian Mathew,LD,Liberal Democrat,5214,#faa01a,20,14,0,4,0,0,2
E14001357,Melton and Syston,Melton and Syston,Edward Argar,Con,Conservative,4362,#0063ba,19,0,0,1,1,0,17
E14001358,Meriden and Solihull East,Meriden and Solihull East,Saqib Bhatti,Con,Conservative,4818,#0063ba,1,0,0,1,0,0,0
E14001359,Mid Bedfordshire,Mid Bedfordshire,Blake Stephenson,Con,Conservative,5100,#0063ba,8,2,0,2,0,0,4
E14001360,Mid Buckinghamshire,Mid Buckinghamshire,Greg Smith,Con,Conservative,4778,#0063ba,10,5,0,2,0,1,2
E14001361,Mid Cheshire,Mid Cheshire,Andrew Graham Cooper,Lab,Labour,5195,#d50000,3,0,0,0,2,0,1
E14001362,Mid Derbyshire,Mid Derbyshire,Jonathan Peter Tom Davies,Lab,Labour,5256,#d50000,8,0,0,5,1,0,2
E14001363,Mid Dorset and North Poole,Mid Dorset and North Poole,Vikki Slade,LD,Liberal Democrat,5327,#faa01a,24,23,0,1,0,0,0
E14001364,Mid Leicestershire,Mid Leicestershire,Peter Bedford,Con,Conservative,5330,#0063ba,4,1,0,2,0,0,1
E14001365,Mid Norfolk,Mid Norfolk,George Freeman,Con,Conservative,4020,#0063ba,18,3,0,4,1,0,10
E14001366,Mid Sussex,Mid Sussex,Alison Bennett,LD,Liberal Democrat,5283,#faa01a,2,0,0,0,1,0,1
E14001368,Middlesbrough South and East Cleveland,Middlesbrough South and East Cleveland,Luke Myer,Lab,Labour,5147,#d50000,9,6,0,1,1,1,0
E14001367,Middlesbrough and Thornaby East,Middlesbrough and Thornaby East,Andy McDonald,Lab,Labour,4269,#d50000,2,0,0,0,2,0,0
E14001369,Milton Keynes Central,Milton Keynes Central,Emily Darlington,Lab,Labour,5139,#d50000,0,0,0,0,0,0,0
E14001370,Milton Keynes North,Milton Keynes North,Chris Curtis,Lab,Labour,5118,#d50000,5,3,0,0,1,0,1
E14001371,Mitcham and Morden,Mitcham and Morden,Siobhain McDonagh,Lab,Labour,193,#d50000,9,1,0,7,1,0,0
E14001372,Morecambe and Lunesdale,Morecambe and Lunesdale,Lizzi Collinge,Lab,Labour,5225,#d50000,15,4,0,6,3,0,2
E14001373,New Forest East,New Forest East,Julian Lewis,Con,Conservative,54,#0063ba,4,2,0,0,0,0,2
E14001374,New Forest West,New Forest West,Desmond Swayne,Con,Conservative,55,#0063ba,7,6,0,1,0,0,0
E14001375,Newark,Newark,Robert Jenrick,Con,Conservative,4320,#0063ba,32,6,0,12,2,0,12
E14001376,Newbury,Newbury,Lee Raymond James Dillon,LD,Liberal Democrat,5310,#faa01a,9,2,0,3,0,2,2
E14001377,Newcastle upon Tyne Central and West,Newcastle upon Tyne Central and West,Chi Onwurah,Lab,Labour,4124,#d50000,9,1,0,3,0,2,3
E14001378,Newcastle upon Tyne East and Wallsend,Newcastle upon Tyne East and Wallsend,Mary Glindon,Lab,Labour,4126,#d50000,6,0,0,1,1,0,4
E14001379,Newcastle upon Tyne North,Newcastle upon Tyne North,Catherine McKinnell,Lab,Labour,4125,#d50000,0,0,0,0,0,0,0
E14001380,Newcastle-under-Lyme,Newcastle-under-Lyme,Adam Jogee,Lab,Labour,5168,#d50000,1,0,0,1,0,0,0
E14001381,Newton Abbot,Newton Abbot,Martin Wrigley,LD,Liberal Democrat,5111,#faa01a,9,3,0,3,0,2,1
E14001382,Newton Aycliffe and Spennymoor,Newton Aycliffe and Spennymoor,Alan Strickland,Lab,Labour,5080,#d50000,6,0,0,4,1,1,0
E14001383,Normanton and Hemsworth,Normanton and Hemsworth,Jon Trickett,Lab,Labour,410,#d50000,6,4,0,2,0,0,0
E14001384,North Bedfordshire,North Bedfordshire,Richard Fuller,Con,Conservative,3912,#0063ba,15,6,0,1,0,2,6
E14001385,North Cornwall,North Cornwall,Ben Maguire,LD,Liberal Democrat,5350,#faa01a,56,33,0,13,1,0,9
E14001386,North Cotswolds,North Cotswolds,Geoffrey Clifton-Brown,Con,Conservative,249,#0063ba,25,15,0,5,1,0,4
E14001387,North Devon,North Devon,Ian Roome,LD,Liberal Democrat,5138,#faa01a,36,17,0,5,1,0,13
E14001388,North Dorset,North Dorset,Simon Hoare,Con,Conservative,4494,#0063ba,67,61,0,5,0,0,1
E14001389,North Durham,North Durham,Luke Akehurst,Lab,Labour,5112,#d50000,4,1,0,2,1,0,0
E14001390,North East Cambridgeshire,North East Cambridgeshire,Steve Barclay,Con,Conservative,4095,#0063ba,12,5,0,0,5,0,2
E14001391,North East Derbyshire,North East Derbyshire,Louise Jones,Lab,Labour,5258,#d50000,4,1,0,1,2,0,0
E14001392,North East Hampshire,North East Hampshire,Alex Brewer,LD,Liberal Democrat,5263,#faa01a,3,0,0,1,0,2,0
E14001393,North East Hertfordshire,North East Hertfordshire,Chris Hinchliff,Lab,Labour,5244,#d50000,13,5,0,3,0,1,4
E14001394,North East Somerset and Hanham,North East Somerset and Hanham,Dan Norris,Lab,Labour,221,#d50000,5,2,0,0,3,0,0
E14001395,North Herefordshire,North Herefordshire,Ellie Chowns,Green,Green,5249,#78b82a,29,10,0,8,1,0,10
E14001396,North Norfolk,North Norfolk,Steffan Aquarone,LD,Liberal Democrat,5164,#faa01a,17,2,0,6,2,1,6
E14001397,North Northumberland,North Northumberland,David Smith,Lab,Labour,5218,#d50000,88,71,0,13,3,1,0
E14001398,North Shropshire,North Shropshire,Helen Morgan,LD,Liberal Democrat,4934,#faa01a,14,6,0,6,0,0,2
E14001399,North Somerset,North Somerset,Sadik Al-Hassan,Lab,Labour,5312,#d50000,7,3,0,2,0,0,2
E14001400,North Warwickshire and Bedworth,North Warwickshire and Bedworth,Rachel Margaret Taylor,Lab,Labour,5065,#d50000,12,3,0,8,0,0,1
E14001401,North West Cambridgeshire,North West Cambridgeshire,Sam Carling,Lab,Labour,5308,#d50000,11,3,0,2,0,0,6
E14001402,North West Essex,North West Essex,Kemi Badenoch,Con,Conservative,4597,#0063ba,9,2,0,3,0,1,3
E14001403,North West Hampshire,North West Hampshire,Kit Malthouse,Con,Conservative,4495,#0063ba,2,1,0,0,0,1,0
E14001404,North West Leicestershire,North West Leicestershire,Amanda Hack,Lab,Labour,5149,#d50000,6,0,0,2,0,0,4
E14001405,North West Norfolk,North West Norfolk,James Wild,Con,Conservative,4787,#0063ba,22,3,0,7,1,0,11
E14001406,Northampton North,Northampton North,Lucy Rigby,Lab,Labour,5333,#d50000,1,0,0,1,0,0,0
E14001407,Northampton South,Northampton South,Mike Reader,Lab,Labour,5316,#d50000,2,1,0,0,1,0,0
E14001408,Norwich North,Norwich North,Alice Macdonald,Lab,Labour,5133,#d50000,1,0,0,0,1,0,0
E14001409,Norwich South,Norwich South,Clive Lewis,Lab,Labour,4500,#d50000,13,1,0,11,0,0,1
E14001410,Nottingham East,Nottingham East,Nadia Whittome,Lab,Labour,4869,#d50000,15,0,0,1,8,0,6
E14001411,Nottingham North and Kimberley,Nottingham North and Kimberley,Alex Norris,Lab,Labour,4641,#d50000,4,0,0,1,3,0,0
E14001412,Nottingham South,Nottingham South,Lilian Greenwood,Lab,Labour,4029,#d50000,5,0,0,2,3,0,0
E14001413,Nuneaton,Nuneaton,Jodie Gosling,Lab,Labour,5036,#d50000,3,0,0,3,0,0,0
E14001414,Old Bexley and Sidcup,Old Bexley and Sidcup,Louie French,Con,Conservative,4932,#0063ba,1,0,0,1,0,0,0
E14001415,Oldham East and Saddleworth,Oldham East and Saddleworth,Debbie Abrahams,Lab,Labour,4212,#d50000,5,0,0,0,1,0,4
E14001416,"Oldham West, Chadderton and Royton","Oldham West, Chadderton and Royton",Jim McMahon,Lab,Labour,4569,#d50000,4,0,0,2,1,0,1
E14001417,Orpington,Orpington,Gareth Bacon,Con,Conservative,4798,#0063ba,2,1,0,1,0,0,0
E14001418,Ossett and Denby Dale,Ossett and Denby Dale,Jade Botterill,Lab,Labour,5236,#d50000,5,2,0,1,0,0,2
E14001419,Oxford East,Oxford East,Anneliese Dodds,Lab,Labour,4657,#d50000,2,0,0,1,0,0,1
E14001420,Oxford West and Abingdon,Oxford West and Abingdon,Layla Moran,LD,Liberal Democrat,4656,#faa01a,2,1,0,0,0,0,1
E14001421,Peckham,Peckham,Miatta Fahnbulleh,Lab,Labour,5099,#d50000,15,0,0,11,2,1,1
E14001422,Pendle and Clitheroe,Pendle and Clitheroe,Jonathan James Hinder,Lab,Labour,5264,#d50000,4,1,0,2,0,0,1
E14001423,Penistone and Stocksbridge,Penistone and Stocksbridge,Marie Tidball,Lab,Labour,5098,#d50000,12,5,0,5,0,1,1
E14001424,Penrith and Solway,Penrith and Solway,Markus Campbell-Savours,Lab,Labour,5124,#d50000,25,12,0,4,3,0,6
E14001425,Peterborough,Peterborough,Andrew Pakes,Lab,Labour,5243,#d50000,17,13,0,2,0,0,2
E14001426,Plymouth Moor View,Plymouth Moor View,Fred Thomas,Lab,Labour,5174,#d50000,7,3,0,4,0,0,0
E14001427,Plymouth Sutton and Devonport,Plymouth Sutton and Devonport,Luke Pollard,Lab,Labour,4682,#d50000,13,5,0,8,0,0,0
E14001428,"Pontefract, Castleford and Knottingley","Pontefract, Castleford and Knottingley",Yvette Cooper,Lab,Labour,420,#d50000,6,2,0,2,1,0,1
E14001429,Poole,Poole,Neil John Duncan-Jordan,Lab,Labour,5359,#d50000,1,0,0,0,1,0,0
E14001430,Poplar and Limehouse,Poplar and Limehouse,Apsana Begum,Lab,Labour,4790,#909090,9,0,0,4,2,0,3
E14001431,Portsmouth North,Portsmouth North,Amanda Martin,Lab,Labour,5294,#d50000,7,1,0,5,0,0,1
E14001432,Portsmouth South,Portsmouth South,Stephen Morgan,Lab,Labour,4653,#d50000,11,0,0,8,1,0,2
E14001433,Preston,Preston,Mark Hendrick,Lab,Labour,473,#d50000,5,0,0,1,1,0,3
E14001434,Putney,Putney,Fleur Anderson,Lab,Labour,4788,#d50000,5,0,0,2,1,1,1
E14001435,Queen's Park and Maida Vale,Queen's Park and Maida Vale,Georgia Gould,Lab,Labour,5305,#d50000,4,0,0,3,0,0,1
E14001436,Rawmarsh and Conisbrough,Rawmarsh and Conisbrough,John Healey,Lab,Labour,400,#d50000,8,4,0,3,0,0,1
E14001437,Rayleigh and Wickford,Rayleigh and Wickford,Mark Francois,Con,Conservative,1444,#0063ba,0,0,0,0,0,0,0
E14001438,Reading Central,Reading Central,Matt Rodda,Lab,Labour,4654,#d50000,3,0,0,2,1,0,0
E14001439,Reading West and Mid Berkshire,Reading West and Mid Berkshire,Olivia Bailey,Lab,Labour,5337,#d50000,4,2,0,1,0,1,0
E14001440,Redcar,Redcar,Anna Turley,Lab,Labour,4449,#d50000,7,1,0,3,1,1,1
E14001441,Redditch,Redditch,Christopher James Bloore,Lab,Labour,5109,#d50000,3,2,0,0,1,0,0
E14001442,Reigate,Reigate,Rebecca Paul,Con,Conservative,5297,#0063ba,0,0,0,0,0,0,0
E14001443,Ribble Valley,Ribble Valley,Maya Ellis,Lab,Labour,5228,#d50000,3,0,0,2,0,1,0
E14001445,Richmond Park,Richmond Park,Sarah Olney,LD,Liberal Democrat,4591,#faa01a,8,0,0,6,2,0,0
E14001444,Richmond and Northallerton,Richmond and Northallerton,Rishi Sunak,Con,Conservative,4483,#0063ba,35,17,0,14,2,0,2
E14001446,Rochdale,Rochdale,Paul Waugh,Lab,Labour,5071,#d50000,3,0,0,0,1,0,2
E14001447,Rochester and Strood,Rochester and Strood,Lauren Rae Edwards,Lab,Labour,5298,#d50000,12,0,0,10,1,0,1
E14001448,Romford,Romford,Andrew Rosindell,Con,Conservative,1447,#0063ba,2,0,0,1,1,0,0
E14001449,Romsey and Southampton North,Romsey and Southampton North,Caroline Nokes,Con,Conservative,4048,#0063ba,9,8,0,0,0,1,0
E14001450,Rossendale and Darwen,Rossendale and Darwen,Andy MacNae,Lab,Labour,5134,#d50000,8,0,0,2,2,0,4
E14001451,Rother Valley,Rother Valley,Jake Richards,Lab,Labour,5082,#d50000,3,0,0,1,1,1,0
E14001452,Rotherham,Rotherham,Sarah Champion,Lab,Labour,4267,#d50000,6,4,0,0,2,0,0
E14001453,Rugby,Rugby,John Anthony Slinger,Lab,Labour,5127,#d50000,8,8,0,0,0,0,0
E14001454,"Ruislip, Northwood and Pinner","Ruislip, Northwood and Pinner",David Simmonds,Con,Conservative,4872,#0063ba,12,4,0,8,0,0,0
E14001455,Runcorn and Helsby,Runcorn and Helsby,Mike Amesbury,Lab,Labour,4667,#909090,8,3,0,3,0,0,2
E14001456,Runnymede and Weybridge,Runnymede and Weybridge,Ben Spencer,Con,Conservative,4785,#0063ba,3,0,0,1,1,1,0
E14001457,Rushcliffe,Rushcliffe,James William Naish,Lab,Labour,5047,#d50000,2,0,0,0,0,0,2
E14001458,Rutland and Stamford,Rutland and Stamford,Alicia Kearns,Con,Conservative,4805,#0063ba,18,6,0,4,0,0,8
E14001459,Salford,Salford,Rebecca Long-Bailey,Lab,Labour,4396,#909090,7,0,0,1,4,0,2
E14001460,Salisbury,Salisbury,John Glen,Con,Conservative,4051,#0063ba,26,23,0,3,0,0,0
E14001461,Scarborough and Whitby,Scarborough and Whitby,Alison Hume,Lab,Labour,5254,#d50000,27,21,0,1,4,0,1
E14001462,Scunthorpe,Scunthorpe,Nicholas Dakin,Lab,Labour,4056,#d50000,7,4,0,1,1,0,1
E14001463,Sefton Central,Sefton Central,Bill Esterson,Lab,Labour,4061,#d50000,3,1,0,1,0,0,1
E14001464,Selby,Selby,Keir Mather,Lab,Labour,4993,#d50000,18,11,0,4,2,0,1
E14001465,Sevenoaks,Sevenoaks,Laura Trott,Con,Conservative,4780,#0063ba,3,1,0,1,0,1,0
E14001466,Sheffield Brightside and Hillsborough,Sheffield Brightside and Hillsborough,Gill Furniss,Lab,Labour,4571,#d50000,3,1,0,0,1,0,1
E14001467,Sheffield Central,Sheffield Central,Abtisam Mohamed,Lab,Labour,5142,#d50000,8,1,0,4,2,0,1
E14001468,Sheffield Hallam,Sheffield Hallam,Olivia Blake,Lab,Labour,4864,#d50000,6,4,0,1,0,0,1
E14001469,Sheffield Heeley,Sheffield Heeley,Louise Haigh,Lab,Labour,4473,#d50000,2,0,0,1,0,1,0
E14001470,Sheffield South East,Sheffield South East,Clive Betts,Lab,Labour,394,#d50000,1,0,0,0,0,0,1
E14001471,Sherwood Forest,Sherwood Forest,Michelle Welsh,Lab,Labour,5226,#d50000,8,1,0,4,1,0,2
E14001472,Shipley,Shipley,Anna Dixon,Lab,Labour,5281,#d50000,4,2,0,0,0,1,1
E14001473,Shrewsbury,Shrewsbury,Julia Buckley,Lab,Labour,5171,#d50000,16,6,0,8,0,0,2
E14001474,Sittingbourne and Sheppey,Sittingbourne and Sheppey,Kevin McKenna,Lab,Labour,5300,#d50000,11,0,0,3,7,0,1
E14001475,Skipton and Ripon,Skipton and Ripon,Julian Smith,Con,Conservative,4118,#0063ba,15,9,0,3,1,1,1
E14001476,Sleaford and North Hykeham,Sleaford and North Hykeham,Caroline Johnson,Con,Conservative,4592,#0063ba,10,0,0,1,2,1,6
E14001477,Slough,Slough,Tan Dhesi,Lab,Labour,4638,#d50000,0,0,0,0,0,0,0
E14001478,Smethwick,Smethwick,Gurinder Singh Josan,Lab,Labour,5059,#d50000,5,1,0,2,1,0,1
E14001479,Solihull West and Shirley,Solihull West and Shirley,Neil Shastri-Hurst,Con,Conservative,5197,#0063ba,0,0,0,0,0,0,0
E14001480,South Basildon and East Thurrock,South Basildon and East Thurrock,James McMurdock,Ref,Ref,5361,#12b6cf,4,1,0,2,1,0,0
E14001481,South Cambridgeshire,South Cambridgeshire,Pippa Heylings,LD,Liberal Democrat,5078,#faa01a,16,10,0,0,3,0,3
E14001482,South Cotswolds,South Cotswolds,Roz Savage,LD,Liberal Democrat,5352,#faa01a,23,15,0,4,0,0,4
E14001483,South Derbyshire,South Derbyshire,Samantha Niblett,Lab,Labour,5150,#d50000,16,2,0,10,0,1,3
E14001484,South Devon,South Devon,Caroline Voaden,LD,Liberal Democrat,5216,#faa01a,62,43,0,6,0,1,12
E14001485,South Dorset,South Dorset,Lloyd Hatton,Lab,Labour,5217,#d50000,43,36,0,7,0,0,0
E14001486,South East Cornwall,South East Cornwall,Anna Gelderd,Lab,Labour,5353,#d50000,80,65,0,11,0,0,4
E14001487,South Holland and The Deepings,South Holland and The Deepings,John Hayes,Con,Conservative,350,#0063ba,11,3,0,3,2,0,3
E14001488,South Leicestershire,South Leicestershire,Alberto Costa,Con,Conservative,4439,#0063ba,2,0,0,0,0,0,2
E14001489,South Norfolk,South Norfolk,Ben Goldsborough,Lab,Labour,5205,#d50000,10,2,0,1,0,0,7
E14001490,South Northamptonshire,South Northamptonshire,Sarah Bool,Con,Conservative,5355,#0063ba,16,6,0,4,1,0,5
E14001491,South Ribble,South Ribble,Paul Andrew Foster,Lab,Labour,5074,#d50000,2,1,0,0,0,0,1
E14001492,South Shields,South Shields,Emma Lewell-Buck,Lab,Labour,4277,#d50000,4,0,0,1,3,0,0
E14001493,South Shropshire,South Shropshire,Stuart Anderson,Con,Conservative,4742,#0063ba,52,21,0,12,0,0,19
E14001494,South Suffolk,South Suffolk,James Cartlidge,Con,Conservative,4519,#0063ba,5,3,0,1,0,0,1
E14001495,South West Devon,South West Devon,Rebecca Smith,Con,Conservative,5301,#0063ba,110,101,0,6,0,0,3
E14001496,South West Hertfordshire,South West Hertfordshire,Gagan Mohindra,Con,Conservative,4804,#0063ba,1,0,0,1,0,0,0
E14001497,South West Norfolk,South West Norfolk,Terry Jermy,Lab,Labour,5338,#d50000,23,1,0,8,1,0,13
E14001498,South West Wiltshire,South West Wiltshire,Andrew Murrison,Con,Conservative,1466,#0063ba,19,15,0,3,0,0,1
E14001499,Southampton Itchen,Southampton Itchen,Darren Paffey,Lab,Labour,5270,#d50000,3,0,0,2,1,0,0
E14001500,Southampton Test,Southampton Test,Satvir Kaur,Lab,Labour,5271,#d50000,1,0,0,0,0,0,1
E14001501,Southend East and Rochford,Southend East and Rochford,Bayo Alaba,Lab,Labour,5097,#d50000,3,0,0,2,0,0,1
E14001502,Southend West and Leigh,Southend West and Leigh,David Edmund Burton-Sampson,Lab,Labour,5106,#d50000,1,0,0,0,1,0,0
E14001503,Southgate and Wood Green,Southgate and Wood Green,Bambos Charalambous,Lab,Labour,4610,#d50000,10,0,0,5,1,3,1
E14001504,Southport,Southport,Patrick Brian Hurley,Lab,Labour,5052,#d50000,6,1,0,0,4,0,1
E14001505,Spelthorne,Spelthorne,Lincoln Jopp,Con,Conservative,5332,#0063ba,1,0,0,0,0,0,1
E14001506,Spen Valley,Spen Valley,Kim Leadbeater,Lab,Labour,4923,#d50000,1,0,0,0,0,0,1
E14001507,St Albans,St. Albans,Daisy Cooper,LD,Liberal Democrat,4769,#faa01a,2,0,0,2,0,0,0
E14001508,St Austell and Newquay,St. Austell and Newquay,Noah Law,Lab,Labour,5302,#d50000,11,6,0,5,0,0,0
