PCON10CD,Name,MP,Party short,Party,Type,Type,Type,Type,Type,Type,Type
E14000847,North Herefordshire,Bill Wiggin,Con,Conservative,32,11,0,7,1,0,13
E14000848,North Norfolk,Duncan Charles Baker,Con,Conservative,13,1,0,5,1,1,5
E14000849,North Shropshire,Helen Morgan,LD,Liberal Democrat,14,6,0,6,0,0,2
E14000850,North Somerset,Liam Fox,Con,Conservative,6,2,0,2,0,0,2
E14000851,North Swindon,Justin Tomlinson,Con,Conservative,3,3,0,0,0,0,0
E14000852,North Thanet,Roger Gale,Con,Conservative,7,3,0,1,0,0,3
E14000853,North Tyneside,Mary Glindon,Lab,Labour,1,0,0,0,0,0,1
E14000854,North Warwickshire,Craig Tracey,Con,Conservative,13,3,0,9,0,0,1
E14000855,North West Cambridgeshire,Shailesh Vara,Con,Conservative,16,3,0,2,0,0,11
E14000856,North West Durham,Richard Holden,Con,Conservative,13,3,0,8,0,0,2
E14000857,North West Hampshire,Kit Malthouse,Con,Conservative,3,2,0,1,0,0,0
E14000858,North West Leicestershire,Andrew Bridgen,Con,Conservative,7,0,0,2,0,0,5
E14000859,North West Norfolk,James Wild,Con,Conservative,13,2,0,3,1,0,7
E14000860,North Wiltshire,James Gray,Con,Conservative,17,9,0,4,0,0,4
E14000861,Northampton North,Michael Ellis,Con,Conservative,0,0,0,0,0,0,0
E14000862,Northampton South,Andrew Lewer,Con,Conservative,1,0,0,1,0,0,0
E14000863,Norwich North,Chloe Smith,Con,Conservative,1,0,0,0,1,0,0
E14000864,Norwich South,Clive Lewis,Lab,Labour,12,1,0,11,0,0,0
E14000865,Nottingham East,Nadia Whittome,Lab,Labour,9,0,0,0,7,0,2
E14000866,Nottingham North,Alex Norris,Lab,Labour,0,0,0,0,0,0,0
E14000867,Nottingham South,Lilian Greenwood,Lab,Labour,12,0,0,3,5,0,4
E14000868,Nuneaton,Marcus Jones,Con,Conservative,3,0,0,3,0,0,0
E14000869,Old Bexley and Sidcup,Louie French,Con,Conservative,1,0,0,1,0,0,0
E14000870,Oldham East and Saddleworth,Debbie Abrahams,Lab,Labour,5,0,0,0,1,0,4
E14000871,Oldham West and Royton,Jim McMahon,Lab,Labour,4,0,0,2,1,0,1
E14000872,Orpington,Gareth Bacon,Con,Conservative,8,1,0,6,1,0,0
E14000873,Oxford East,Anneliese Dodds,Lab,Labour,3,0,0,1,0,0,2
E14000874,Oxford West and Abingdon,Layla Moran,LD,Liberal Democrat,1,1,0,0,0,0,0
E14000875,Pendle,Andrew Stephenson,Con,Conservative,1,0,0,0,1,0,0
E14000876,Penistone and Stocksbridge,Miriam Joy Cates,Con,Conservative,12,5,0,5,0,1,1
E14000877,Penrith and The Border,Neil Hudson,Con,Conservative,57,24,0,18,3,0,12
E14000878,Peterborough,Paul Bristow,Con,Conservative,17,13,0,2,0,0,2
E14000879,"Plymouth, Moor View",Johnny Mercer,Con,Conservative,7,3,0,4,0,0,0
E14000880,"Plymouth, Sutton and Devonport",Luke Pollard,Lab,Labour,13,5,0,8,0,0,0
E14000881,Poole,Robert Syms,Con,Conservative,1,0,0,0,1,0,0
E14000882,Poplar and Limehouse,Apsana Begum,Lab,Labour,14,0,0,8,2,0,4
E14000883,Portsmouth North,Penny Mordaunt,Con,Conservative,6,0,0,5,0,0,1
E14000884,Portsmouth South,Stephen Morgan,Lab,Labour,10,0,0,8,0,0,2
E14000885,Preston,Mark Hendrick,Lab,Labour,5,0,0,1,1,0,3
E14000886,Pudsey,Stuart Andrew,Con,Conservative,3,1,0,1,0,1,0
E14000887,Putney,Fleur Anderson,Lab,Labour,3,0,0,2,1,0,0
E14000888,Rayleigh and Wickford,Mark Francois,Con,Conservative,0,0,0,0,0,0,0
E14000889,Reading East,Matt Rodda,Lab,Labour,3,0,0,2,1,0,0
E14000890,Reading West,Alok Sharma,Con,Conservative,1,0,0,0,1,0,0
E14000891,Redcar,Jacob Young,Con,Conservative,6,1,0,3,1,0,1
E14000892,Redditch,Rachel Maclean,Con,Conservative,2,2,0,0,0,0,0
E14000893,Reigate,Crispin Blunt,Con,Conservative,1,0,0,1,0,0,0
E14000894,Ribble Valley,Nigel Evans,Con,Conservative,5,1,0,3,0,0,1
E14000895,Richmond (Yorks),Rishi Sunak,Con,Conservative,35,19,0,13,1,0,2
E14000896,Richmond Park,Sarah Olney,LD,Liberal Democrat,8,0,0,7,1,0,0
E14000897,Rochdale,George Galloway,WPB,Workers Party of Britain,3,0,0,0,1,0,2
E14000898,Rochester and Strood,Kelly Jane Tolhurst,Con,Conservative,12,0,0,10,1,0,1
E14000899,Rochford and Southend East,James Duddridge,Con,Conservative,2,0,0,1,0,0,1
E14000900,Romford,Andrew Richard Rosindell,Con,Conservative,2,0,0,1,1,0,0
E14000901,Romsey and Southampton North,Caroline Nokes,Con,Conservative,7,6,0,0,0,1,0
E14000902,Rossendale and Darwen,Jake Berry,Con,Conservative,8,0,0,2,2,0,4
E14000903,Rother Valley,Alexander Stafford,Con,Conservative,1,0,0,1,0,0,0
E14000904,Rotherham,Sarah Champion,Lab,Labour,4,4,0,0,0,0,0
E14000905,Rugby,Mark Pawsey,Con,Conservative,8,8,0,0,0,0,0
E14000906,"Ruislip, Northwood and Pinner",David Simmonds,Con,Conservative,15,6,0,8,1,0,0
E14000907,Runnymede and Weybridge,Ben Spencer,Con,Conservative,3,0,0,1,1,1,0
E14000908,Rushcliffe,Ruth Edwards,Con,Conservative,5,2,0,0,0,0,3
E14000909,Rutland and Melton,Alicia Kearns,Con,Conservative,25,1,0,3,1,0,20
E14000910,Saffron Walden,Kemi Badenoch,Con,Conservative,10,2,0,3,0,1,4
E14000911,Salford and Eccles,Rebecca Long Bailey,Lab,Labour,8,0,0,1,3,0,4
E14000912,Salisbury,John Glen,Con,Conservative,52,50,0,2,0,0,0
E14000913,Scarborough and Whitby,Robert Goodwill,Con,Conservative,24,22,0,1,0,0,1
E14000914,Scunthorpe,Holly Mumby-Croft,Con,Conservative,5,3,0,1,0,0,1
E14000915,Sedgefield,Paul Howell,Con,Conservative,4,0,0,3,1,0,0
E14000916,Sefton Central,Bill Esterson,Lab,Labour,3,1,0,1,0,0,1
E14000917,Selby and Ainsty,Keir Mather,Lab,Labour,25,19,0,4,0,1,1
E14000918,Sevenoaks,Laura Trott,Con,Conservative,3,1,0,1,0,1,0
E14000919,Sheffield Central,Paul Blomfield,Lab,Labour,7,1,0,5,0,0,1
E14000920,Sheffield South East,Clive Betts,Lab,Labour,0,0,0,0,0,0,0
E14000921,"Sheffield, Brightside and Hillsborough",Gill Furniss,Lab,Labour,2,1,0,0,0,0,1
E14000922,"Sheffield, Hallam",Olivia Frances Blake,Lab,Labour,5,4,0,1,0,0,0
E14000923,"Sheffield, Heeley",Louise Haigh,Lab,Labour,2,0,0,0,0,1,1
E14000924,Sherwood,Mark Spencer,Con,Conservative,9,2,0,4,1,0,2
E14000925,Shipley,Philip Davies,Con,Conservative,4,2,0,0,0,1,1
E14000926,Shrewsbury and Atcham,Daniel Kawczynski,Con,Conservative,20,6,0,9,0,0,5
E14000927,Sittingbourne and Sheppey,Gordon Henderson,Con,Conservative,14,0,0,3,8,0,3
E14000928,Skipton and Ripon,Julian Smith,Con,Conservative,16,9,1,3,1,1,1
E14000929,Sleaford and North Hykeham,Caroline Johnson,Con,Conservative,21,4,0,3,2,1,11
E14000930,Slough,Tan Dhesi,Lab,Labour,0,0,0,0,0,0,0
E14000931,Solihull,Julian Knight,Con,Conservative,0,0,0,0,0,0,0
E14000932,Somerton and Frome,Sarah Dyke,LD,Liberal Democrat,28,6,0,8,0,1,13
E14000933,South Basildon and East Thurrock,Stephen Metcalfe,Con,Conservative,3,1,0,1,1,0,0
E14000934,South Cambridgeshire,Anthony Browne,Con,Conservative,14,10,0,0,0,0,4
E14000935,South Derbyshire,Heather Wheeler,Con,Conservative,17,2,0,10,0,1,4
E14000936,South Dorset,Richard Drax,Con,Conservative,43,36,0,7,0,0,0
E14000937,South East Cambridgeshire,Lucy Frazer,Con,Conservative,10,6,0,1,2,0,1
E14000938,South East Cornwall,Sheryll Murray,Con,Conservative,80,65,0,11,0,0,4
E14000939,South Holland and The Deepings,John Hayes,Con,Conservative,12,4,0,3,2,0,3
E14000940,South Leicestershire,Alberto Costa,Con,Conservative,2,0,0,0,0,0,2
E14000941,South Norfolk,Richard Bacon,Con,Conservative,9,2,0,1,1,0,5
E14000942,South Northamptonshire,Andrea Leadsom,Con,Conservative,17,6,0,4,1,0,6
E14000943,South Ribble,Katherine Fletcher,Con,Conservative,3,2,0,0,0,0,1
E14000944,South Shields,Emma Lewell-Buck,Lab,Labour,2,0,0,1,1,0,0
E14000945,South Staffordshire,Gavin Williamson,Con,Conservative,3,2,0,1,0,0,0
E14000946,South Suffolk,James Cartlidge,Con,Conservative,5,3,0,1,0,0,1
E14000947,South Swindon,Robert Buckland,Con,Conservative,8,7,0,1,0,0,0
E14000948,South Thanet,Craig Mackinlay,Con,Conservative,9,3,0,2,0,0,4
E14000949,South West Bedfordshire,Andrew Selous,Con,Conservative,2,1,0,1,0,0,0
E14000950,South West Devon,Gary Streeter,Con,Conservative,65,56,0,6,0,0,3
E14000951,South West Hertfordshire,Gagan Mohindra,Con,Conservative,0,0,0,0,0,0,0
E14000952,South West Norfolk,Elizabeth Truss,Con,Conservative,29,2,0,9,1,0,17
E14000953,South West Surrey,Jeremy Hunt,Con,Conservative,1,1,0,0,0,0,0
E14000954,South West Wiltshire,Andrew Murrison,Con,Conservative,30,25,0,4,0,0,1
E14000955,"Southampton, Itchen",Royston Smith,Con,Conservative,3,0,0,2,1,0,0
E14000956,"Southampton, Test",Alan Whitehead,Lab,Labour,1,0,0,0,0,0,1
E14000957,Southend West,Anna Firth,Con,Conservative,1,0,0,0,1,0,0
E14000958,Southport,Damien Moore,Con,Conservative,5,0,0,0,4,0,1
E14000959,Spelthorne,Kwasi Kwarteng,Con,Conservative,1,0,0,0,0,0,1
E14000960,St. Albans,Daisy Cooper,LD,Liberal Democrat,2,0,0,2,0,0,0
E14000961,St. Austell and Newquay,Steve Double,Con,Conservative,15,7,0,8,0,0,0
E14000962,St. Helens North,Conor McGinn,Lab,Labour,2,1,0,1,0,0,0
E14000963,St. Helens South and Whiston,Marie Rimmer,Lab,Labour,11,2,0,3,3,0,3
E14000964,St. Ives,Derek Thomas,Con,Conservative,93,82,0,7,0,0,4
E14000965,Stafford,Theo Clarke,Con,Conservative,4,2,0,1,1,0,0
E14000966,Staffordshire Moorlands,Karen Bradley,Con,Conservative,13,6,0,7,0,0,0
E14000967,Stalybridge and Hyde,Jonathan Reynolds,Lab,Labour,5,0,0,1,1,0,3
E14000968,Stevenage,Stephen McPartland,Con,Conservative,4,0,0,1,3,0,0
E14000969,Stockport,Navendu Mishra,Lab,Labour,8,0,0,1,1,0,6
E14000970,Stockton North,Alex Cunningham,Lab,Labour,2,0,0,2,0,0,0
E14000971,Stockton South,Matt Vickers,Con,Conservative,0,0,0,0,0,0,0
E14000972,Stoke-on-Trent Central,Jo Gideon,Con,Conservative,3,0,0,1,0,0,2
E14000973,Stoke-on-Trent North,Jonathan Edward Gullis,Con,Conservative,5,0,0,4,0,0,1
E14000974,Stoke-on-Trent South,Jack Edgar Brereton,Con,Conservative,2,0,0,1,0,0,1
E14000975,Stone,Bill Cash,Con,Conservative,6,2,0,3,1,0,0
E14000976,Stourbridge,Suzanne Webb,Con,Conservative,2,0,0,0,2,0,0
E14000977,Stratford-on-Avon,Nadhim Zahawi,Con,Conservative,10,6,0,2,0,0,2
E14000978,Streatham,Bell Ribeiro-Addy,Lab,Labour,7,0,0,5,1,0,1
E14000979,Stretford and Urmston,Andrew Western,Lab,Labour,3,0,0,0,2,0,1
E14000980,Stroud,Siobhan Baillie,Con,Conservative,14,1,0,2,2,0,9
E14000981,Suffolk Coastal,Thérèse Coffey,Con,Conservative,17,6,0,6,0,1,4
E14000982,Sunderland Central,Julie Elliott,Lab,Labour,6,0,0,1,3,0,2
E14000983,Surrey Heath,Michael Gove,Con,Conservative,0,0,0,0,0,0,0
E14000985,Sutton Coldfield,Andrew Mitchell,Con,Conservative,1,0,0,0,1,0,0
E14000984,Sutton and Cheam,Paul Scully,Con,Conservative,0,0,0,0,0,0,0
E14000986,Tamworth,Sarah Edwards,Lab,Labour,3,0,0,1,1,0,1
E14000987,Tatton,Esther McVey,Con,Conservative,6,2,0,3,1,0,0
E14000988,Taunton Deane,Rebecca Pow,Con,Conservative,15,9,0,5,1,0,0
E14000989,Telford,Lucy Allan,Con,Conservative,3,1,0,1,0,0,1
E14000990,Tewkesbury,Laurence Robertson,Con,Conservative,14,6,0,6,0,0,2
E14000991,The Cotswolds,Geoffrey Robert Clifton-Brown,Con,Conservative,33,21,0,6,1,0,5
E14000992,The Wrekin,Mark Pritchard,Con,Conservative,9,5,0,3,0,0,1
E14000993,Thirsk and Malton,Kevin Hollinrake,Con,Conservative,107,88,0,13,0,1,5
E14000994,Thornbury and Yate,Luke Hall,Con,Conservative,10,1,0,6,0,1,2
E14000995,Thurrock,Jackie Doyle-Price,Con,Conservative,3,0,0,1,0,1,1
E14000996,Tiverton and Honiton,Richard Foord,LD,Liberal Democrat,23,15,0,4,2,0,2
E14000997,Tonbridge and Malling,Tom Tugendhat,Con,Conservative,3,2,0,0,0,1,0
E14000998,Tooting,Rosena Allin-Khan,Lab,Labour,2,0,0,2,0,0,0
E14000999,Torbay,Kevin Foster,Con,Conservative,8,1,0,4,0,2,1
E14001000,Torridge and West Devon,Geoffrey Cox,Con,Conservative,133,109,0,9,0,0,15
E14001001,Totnes,Anthony Mangnall,Con,Conservative,57,41,0,5,0,1,10
E14001002,Tottenham,David Lammy,Lab,Labour,13,0,0,6,4,0,3
E14001003,Truro and Falmouth,Cherilyn Mackrory,Con,Conservative,24,16,0,5,0,1,2
E14001004,Tunbridge Wells,Greg Clark,Con,Conservative,6,2,0,1,1,2,0
E14001005,Twickenham,Munira Wilson,LD,Liberal Democrat,9,0,0,8,1,0,0
E14001006,Tynemouth,Alan Campbell,Lab,Labour,0,0,0,0,0,0,0
E14001007,Uxbridge and South Ruislip,Steve Tuckwell,Con,Conservative,8,0,0,5,2,0,1
E14001008,Vauxhall,Florence Eshalomi,Lab,Labour,5,0,0,4,1,0,0
E14001009,Wakefield,Simon Lightwood,Lab,Labour,2,0,0,2,0,0,0
E14001010,Wallasey,Angela Eagle,Lab,Labour,5,0,0,1,0,0,4
E14001011,Walsall North,Eddie Hughes,Con,Conservative,3,0,0,0,2,0,1
E14001012,Walsall South,Valerie Vaz,Lab,Labour,6,0,0,0,4,1,1
E14001013,Walthamstow,Stella Creasy,Lab,Labour,3,0,0,2,0,0,1
E14001014,Wansbeck,Ian Lavery,Lab,Labour,5,1,0,4,0,0,0
E14001015,Wantage,David Johnston,Con,Conservative,10,7,0,1,0,0,2
E14001016,Warley,John Francis Spellar,Lab,Labour,4,1,0,2,0,0,1
E14001017,Warrington North,Charlotte Nichols,Lab,Labour,2,1,0,0,1,0,0
E14001018,Warrington South,Andy Carter,Con,Conservative,5,0,0,1,2,0,2
E14001019,Warwick and Leamington,Matt Western,Lab,Labour,9,4,0,2,0,1,2
E14001020,Washington and Sunderland West,Sharon Hodgson,Lab,Labour,3,0,0,2,0,0,1
E14001021,Watford,Dean Russell,Con,Conservative,2,0,0,2,0,0,0
E14001022,Waveney,Peter Aldous,Con,Conservative,11,1,0,5,1,0,4
E14001023,Wealden,Nus Ghani,Con,Conservative,4,2,0,0,0,1,1
E14001024,Weaver Vale,Mike Amesbury,Lab,Labour,6,2,0,3,1,0,0
E14001025,Wellingborough,Gen Kitchen,Lab,Labour,1,1,0,0,0,0,0
E14001026,Wells,James Heappey,Con,Conservative,24,17,0,2,0,0,5
E14001027,Welwyn Hatfield,Grant Shapps,Con,Conservative,3,0,0,3,0,0,0
E14001028,Wentworth and Dearne,John Healey,Lab,Labour,8,4,0,3,0,0,1
E14001029,West Bromwich East,Nicola Faye Richards,Con,Conservative,2,0,0,1,0,1,0
E14001030,West Bromwich West,Shaun Stephen Bailey,Con,Conservative,0,0,0,0,0,0,0
E14001031,West Dorset,Chris Loder,Con,Conservative,82,71,0,8,0,1,2
E14001032,West Ham,Lyn Brown,Lab,Labour,11,0,0,9,2,0,0
E14001033,West Lancashire,Ashley Dalton,Lab,Labour,12,3,0,5,1,1,2
E14001034,West Suffolk,Matt Hancock,Con,Conservative,12,5,0,2,3,0,2
E14001035,West Worcestershire,Harriett Mary Morrison Baldwin,Con,Conservative,13,3,0,2,0,1,7
E14001036,Westminster North,Karen Buck,Lab,Labour,5,0,0,3,0,0,2
E14001037,Westmorland and Lonsdale,Tim Farron,LD,Liberal Democrat,23,11,0,8,1,0,3
E14001038,Weston-Super-Mare,John Penrose,Con,Conservative,3,2,0,1,0,0,0
E14001039,Wigan,Lisa Nandy,Lab,Labour,3,0,0,2,0,0,1
E14001040,Wimbledon,Stephen Hammond,Con,Conservative,7,0,0,6,0,1,0
E14001041,Winchester,Steve Brine,Con,Conservative,5,4,0,0,0,0,1
E14001042,Windsor,Adam Afriyie,Con,Conservative,3,0,0,2,0,1,0
E14001043,Wirral South,Alison McGovern,Lab,Labour,4,1,0,2,0,1,0
E14001044,Wirral West,Margaret Greenwood,Lab,Labour,1,0,0,0,0,0,1
E14001045,Witham,Priti Patel,Con,Conservative,7,2,0,3,2,0,0
E14001046,Witney,Robert Alexander Courts,Con,Conservative,8,7,0,0,0,0,1
E14001047,Woking,Jonathan Lord,Con,Conservative,4,0,0,1,2,1,0
E14001048,Wokingham,John Redwood,Con,Conservative,4,1,0,2,0,1,0
E14001049,Wolverhampton North East,Jane Stevenson,Con,Conservative,0,0,0,0,0,0,0
E14001050,Wolverhampton South East,Pat McFadden,Lab,Labour,4,0,0,2,0,0,2
E14001051,Wolverhampton South West,Stuart Paul Anderson,Con,Conservative,2,0,0,0,0,0,2
E14001052,Worcester,Robin Walker,Con,Conservative,5,2,0,1,1,0,1
E14001053,Workington,Mark Jenkinson,Con,Conservative,13,4,0,2,2,0,5
E14001054,Worsley and Eccles South,Barbara Keeley,Lab,Labour,1,0,0,0,0,0,1
E14001055,Worthing West,Peter Bottomley,Con,Conservative,2,0,0,1,0,0,1
E14001056,Wycombe,Steve Baker,Con,Conservative,3,2,0,0,0,1,0
E14001058,Wyre Forest,Mark Garnier,Con,Conservative,4,0,0,3,0,0,1
E14001057,Wyre and Preston North,Ben Wallace,Con,Conservative,1,0,0,1,0,0,0
E14001059,Wythenshawe and Sale East,Mike Kane,Lab,Labour,2,0,0,2,0,0,0
E14001060,Yeovil,Marcus Fysh,Con,Conservative,12,3,0,4,0,1,4
E14001061,York Central,Rachael Maskell,Lab,Labour,1,0,0,0,0,0,1
E14001062,York Outer,Julian Sturdy,Con,Conservative,0,0,0,0,0,0,0
